MONTH,RESTAURANT_ID,IS_VEG,BRAND_NAME,CITY,AREA,ITEM_ID,ITEM_NAME,ITEM_CATEGORY,VARIANT_NAME,PRICE_PER_ITEM,ITEM_QUANTITY,ITEM_SUBTOTAL
1,56509,1,Adarsh Annapoorna,Mumbai,Chowpatty,14105353,Dal Tadka,"Main Course""""",,220.4545455,143,31525
1,56509,1,Adarsh Annapoorna,Mumbai,Chowpatty,109588024,Dum Aloo Combo,"Swiggy Exclusive Combos""""",,245,11,2695
1,56509,1,Adarsh Annapoorna,Mumbai,Chowpatty,14105338,Paneer Handi,"Main Course""""",,245,12,2940
1,56509,1,Adarsh Annapoorna,Mumbai,Chowpatty,61156512,Extra Bati,"Flavours of Rajasthan""""",,70,6,420
1,56509,1,Adarsh Annapoorna,Mumbai,Chowpatty,14105235,Laccha Paratha,"Indian Breads""""",,65,5,325
1,56509,1,Adarsh Annapoorna,Mumbai,Chowpatty,106110118,G. Methi Paratha,"Indian Breads""""",,110,4,440
1,56509,1,Adarsh Annapoorna,Mumbai,Chowpatty,14105348,Kaju Paneer,"Main Course""""",,260,3,780
1,56509,1,Adarsh Annapoorna,Mumbai,Chowpatty,14105274,Veg Fried Rice,"Chinese""""",,220,16,3520
1,56509,1,Adarsh Annapoorna,Mumbai,Chowpatty,14105336,Paneer Bhurji,"Main Course""""",,250.1724138,29,7255
1,56509,1,Adarsh Annapoorna,Mumbai,Chowpatty,14105289,Cheese B.Masala,"Main Course""""",,261.2903226,62,16200
1,56509,1,Adarsh Annapoorna,Mumbai,Chowpatty,106110108,Aloo Paratha,"Indian Breads""""",,114.2857143,7,800
1,56509,1,Adarsh Annapoorna,Mumbai,Chowpatty,14105320,Sarson Ka Saag,"Main Course""""",,240,2,480
1,56509,1,Adarsh Annapoorna,Mumbai,Chowpatty,14105376,Curd Rice,"Rice & Biryani""""",,169.375,24,4065
1,56509,1,Adarsh Annapoorna,Mumbai,Chowpatty,14105398,Veg Manchurian ,"Chinese""""",,255,8,2040
1,56509,1,Adarsh Annapoorna,Mumbai,Chowpatty,14105364,Veg Handi Biryani,"Rice & Biryani""""",,192.8571429,7,1350
1,56509,1,Adarsh Annapoorna,Mumbai,Chowpatty,14105362,Veg Dum Biryani,"Rice & Biryani""""",,203.5036496,137,27880
1,56509,1,Adarsh Annapoorna,Mumbai,Chowpatty,14105352,Dal Fry,"Main Course""""",,188.1666667,30,5645
1,56509,1,Adarsh Annapoorna,Mumbai,Chowpatty,14105335,Kadai Paneer,"Main Course""""",,260.2898551,69,17960
1,56509,1,Adarsh Annapoorna,Mumbai,Chowpatty,14105389,Plain Tandoori Naan,"Indian Breads""""",,63.33333333,30,1900
1,56509,1,Adarsh Annapoorna,Mumbai,Chowpatty,14105200,B.Cheese Naan,"Indian Breads""""",,120,15,1800
1,56509,1,Adarsh Annapoorna,Mumbai,Chowpatty,14105245,Sweet corn Soup,"Soups""""",,120,6,720
1,56509,1,Adarsh Annapoorna,Mumbai,Chowpatty,14105315,Methi Mutter,"Main Course""""",,230,3,690
1,56509,1,Adarsh Annapoorna,Mumbai,Chowpatty,14105323,Jodhpuri Gatte,"Flavours of Rajasthan""""",,246.1111111,9,2215
1,56509,1,Adarsh Annapoorna,Mumbai,Chowpatty,14105375,Masala Khichdi,"Rice & Biryani""""",,210,2,420
1,56509,1,Adarsh Annapoorna,Mumbai,Chowpatty,14105373,Rajasthani Khichdi,"Rice & Biryani""""",,180,5,900
1,56509,1,Adarsh Annapoorna,Mumbai,Chowpatty,14105341,Paneer Kolhapuri,"Main Course""""",,260,8,2080
1,56509,1,Adarsh Annapoorna,Mumbai,Chowpatty,14105377,Plain Tandoori Roti,"Indian Breads""""",,35,290,10150
1,56509,1,Adarsh Annapoorna,Mumbai,Chowpatty,59614570,Dal Tadka Combo,"Swiggy Exclusive Combos""""",,271.4285714,35,9500
1,56509,1,Adarsh Annapoorna,Mumbai,Chowpatty,14105264,Green Salad,"Accompaniments""""",,55,26,1430
